Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Power,Power wear,Temperature difference,Temperature power,Machine failure,Type_L,Type_M
297.7,308.9,1575.0,39.9,12.0,62842.5,754110.0,11.199999999999989,0.00017822333611807278,0,True,False
297.7,308.9,1458.0,41.1,14.0,59923.8,838933.2000000001,11.199999999999989,0.00018690403479085084,0,True,False
297.7,309.0,1433.0,41.8,16.0,59899.399999999994,958390.3999999999,11.300000000000011,0.00018864963588950827,0,False,True
297.7,308.9,1662.0,28.1,19.0,46702.200000000004,887341.8,11.199999999999989,0.00023981739618262067,0,True,False
297.7,308.9,1327.0,63.7,21.0,84529.90000000001,1775127.9000000001,11.199999999999989,0.00013249749496923558,0,False,True
297.7,308.9,1742.0,26.3,24.0,45814.6,1099550.4,11.199999999999989,0.0002444635552858693,0,True,False
297.8,308.9,1506.0,33.5,26.0,50451.0,1311726.0,11.099999999999966,0.00022001546054587552,0,True,False
297.9,309.1,1457.0,44.4,28.0,64690.799999999996,1811342.4,11.200000000000045,0.00017313126441472428,0,True,False
297.9,309.1,1488.0,37.3,30.0,55502.399999999994,1665071.9999999998,11.200000000000045,0.00020179307561474902,0,False,True
297.9,309.1,1619.0,34.7,33.0,56179.3,1853916.9000000001,11.200000000000045,0.00019936168659986944,0,True,False
298.0,309.2,1558.0,41.7,35.0,64968.600000000006,2273901.0,11.199999999999989,0.0001723909704072427,0,False,True
298.0,309.2,1731.0,28.7,38.0,49679.7,1887828.5999999999,11.199999999999989,0.00022544419551647835,0,True,False
298.0,309.1,1574.0,34.8,40.0,54775.2,2191008.0,11.100000000000023,0.00020264645313937738,0,False,True
297.9,309.0,1290.0,49.8,43.0,64241.99999999999,2762405.9999999995,11.100000000000023,0.0001727841598953959,0,True,False
297.9,308.9,1416.0,39.6,45.0,56073.6,2523312.0,11.0,0.00019617074701820466,0,False,False
297.9,308.9,1566.0,41.9,50.0,65615.4,3280769.9999999995,11.0,0.0001676435714786468,0,True,False
297.9,309.0,1456.0,46.5,52.0,67704.0,3520608.0,11.100000000000023,0.00016394895427153524,0,True,False
297.9,309.0,1528.0,37.5,54.0,57300.0,3094200.0,11.100000000000023,0.0001937172774869114,0,True,False
297.9,309.1,1338.0,49.6,56.0,66364.8,3716428.8000000003,11.200000000000045,0.00016876416413520487,0,False,True
297.9,309.1,1558.0,39.2,59.0,61073.600000000006,3603342.4000000004,11.200000000000045,0.00018338529249954227,0,False,True
297.9,309.1,1614.0,38.1,62.0,61493.4,3812590.8000000003,11.200000000000045,0.00018213336715810225,0,False,True
298.0,309.1,1557.0,36.4,65.0,56674.799999999996,3683861.9999999995,11.100000000000023,0.00019585424209701707,0,False,False
298.1,309.3,1443.0,45.3,70.0,65367.899999999994,4575753.0,11.199999999999989,0.0001713379196822904,0,True,False
298.1,309.3,1332.0,51.0,72.0,67932.0,4891104.0,11.199999999999989,0.00016487075310604705,0,False,False
298.1,309.3,1752.0,25.2,77.0,44150.4,3399580.8000000003,11.199999999999989,0.0002536783358701164,0,False,True
298.1,309.2,1460.0,45.8,80.0,66868.0,5349440.0,11.099999999999966,0.0001659986839743968,0,False,True
298.1,309.2,1802.0,26.9,83.0,48473.799999999996,4023325.3999999994,11.099999999999966,0.00022898968102356257,0,True,False
298.0,309.2,1527.0,39.5,85.0,60316.5,5126902.5,11.199999999999989,0.0001856871668614722,0,True,False
298.0,309.2,1458.0,39.8,87.0,58028.399999999994,5048470.8,11.199999999999989,0.00019300894044984852,0,True,False
298.0,309.2,1520.0,37.9,89.0,57608.0,5127112.0,11.199999999999989,0.0001944174420219412,0,False,False
298.0,309.2,1378.0,49.7,94.0,68486.6,6437740.4,11.199999999999989,0.00016353564054866188,0,True,False
297.9,309.2,1529.0,38.1,96.0,58254.9,5592470.4,11.300000000000011,0.00019397509909037714,0,False,True
298.0,309.2,1527.0,32.4,99.0,49474.799999999996,4898005.199999999,11.199999999999989,0.00022637787317988126,0,True,False
298.0,309.2,1438.0,42.9,101.0,61690.2,6230710.199999999,11.199999999999989,0.00018155233732424257,0,False,True
297.9,309.0,1583.0,36.7,104.0,58096.100000000006,6041994.4,11.100000000000023,0.0001910627391511654,0,True,False
297.8,308.9,1530.0,37.6,106.0,57528.0,6097968.0,11.099999999999966,0.00019294952023362477,0,True,False
297.7,308.9,1530.0,39.1,108.0,59823.0,6460884.0,11.199999999999989,0.00018721896260635523,0,False,True
297.7,308.8,2089.0,19.1,111.0,39899.9,4428888.9,11.100000000000023,0.00027819618595535385,0,False,True
297.7,308.8,1616.0,34.2,114.0,55267.200000000004,6300460.800000001,11.100000000000023,0.00020084245266631967,0,True,False
297.7,308.9,1681.0,28.3,116.0,47572.3,5518386.800000001,11.199999999999989,0.00023543112273318692,0,False,True
297.6,308.8,1475.0,43.0,119.0,63425.0,7547575.0,11.199999999999989,0.00017658651951123357,0,True,False
297.5,308.7,1371.0,46.5,121.0,63751.5,7713931.5,11.199999999999989,0.00017568214081237286,0,True,False
297.5,308.7,1546.0,38.0,123.0,58748.0,7226004.0,11.199999999999989,0.00019064478790767325,0,False,True
297.4,308.6,1461.0,40.1,126.0,58586.1,7381848.6,11.200000000000045,0.00019117162603416246,0,False,False
297.4,308.7,1638.0,31.9,131.0,52252.2,6845038.199999999,11.300000000000011,0.00021625883694849235,0,True,False
297.3,308.7,1577.0,35.6,133.0,56141.200000000004,7466779.600000001,11.399999999999977,0.0002030594287261401,0,False,True
297.4,308.6,1532.0,38.7,136.0,59288.4,8063222.4,11.200000000000045,0.00018890710493115086,0,True,False
297.3,308.5,1710.0,27.7,138.0,47367.0,6536646.0,11.199999999999989,0.00023645153799058393,0,False,True
297.3,308.6,1584.0,29.4,141.0,46569.6,6566313.6,11.300000000000011,0.00024264756407613576,0,False,True
297.3,308.6,1446.0,50.1,144.0,72444.6,10432022.4,11.300000000000011,0.00015598126016293844,0,True,False
297.4,308.7,1522.0,46.3,146.0,70468.59999999999,10288415.6,11.300000000000011,0.00016035510851641742,0,False,False
297.4,308.7,1382.0,49.9,151.0,68961.8,10413231.8,11.300000000000011,0.0001638588319910445,0,False,True
297.4,308.7,1584.0,38.2,154.0,60508.8,9318355.200000001,11.300000000000011,0.00018674969591199976,0,True,False
297.3,308.6,1385.0,55.2,156.0,76452.0,11926512.0,11.300000000000011,0.00014780515879244508,0,True,False
297.3,308.7,1592.0,34.4,158.0,54764.799999999996,8652838.399999999,11.399999999999977,0.00020816290756106072,0,True,False
297.2,308.6,1404.0,43.7,160.0,61354.8,9816768.0,11.400000000000034,0.00018580453363062113,0,False,True
297.2,308.5,1518.0,44.3,163.0,67247.4,10961326.2,11.300000000000011,0.00016803623634519717,0,True,False
297.1,308.4,1529.0,40.4,165.0,61771.6,10192314.0,11.299999999999955,0.00018293196226097357,0,True,False
297.1,308.4,1550.0,37.0,167.0,57350.0,9577450.0,11.299999999999955,0.0001970357454228414,0,True,False
297.1,308.3,1773.0,23.8,169.0,42197.4,7131360.600000001,11.199999999999989,0.0002654191964433825,0,True,False
297.2,308.5,1446.0,43.7,171.0,63190.200000000004,10805524.200000001,11.300000000000011,0.00017882519757810565,0,True,False
297.2,308.5,1487.0,46.9,173.0,69740.3,12065071.9,11.300000000000011,0.00016202970162158768,0,False,True
297.3,308.5,1524.0,49.3,176.0,75133.2,13223443.2,11.199999999999989,0.0001490685875218943,0,False,True
297.1,308.3,1403.0,54.1,179.0,75902.3,13586511.700000001,11.199999999999989,0.00014755811088728522,0,True,False
297.1,308.2,2267.0,15.7,181.0,35591.9,6442133.9,11.099999999999966,0.0003118687117012569,0,True,False
297.1,308.2,1529.0,37.9,183.0,57949.1,10604685.299999999,11.099999999999966,0.00019154740970955486,0,False,True
297.1,308.2,1402.0,51.2,186.0,71782.40000000001,13351526.400000002,11.099999999999966,0.00015463400499286683,0,True,False
297.2,308.3,1693.0,28.0,188.0,47404.0,8911952.0,11.100000000000023,0.00023415745506708344,0,True,False
297.1,308.3,1496.0,45.8,190.0,68516.8,13018192.0,11.199999999999989,0.00016346355930224395,0,True,False
297.1,308.1,1633.0,33.3,192.0,54378.899999999994,10440748.799999999,11.0,0.0002022843419046726,0,True,False
297.1,308.2,1399.0,42.6,194.0,59597.4,11561895.6,11.099999999999966,0.00018624973572672576,0,True,False
297.0,308.1,1363.0,45.3,196.0,61743.899999999994,12101804.399999999,11.100000000000023,0.00017977484415464563,0,False,True
297.1,308.2,1527.0,42.2,199.0,64439.4,12823440.6,11.099999999999966,0.00017225486270821836,0,False,False
297.2,308.2,1405.0,42.5,204.0,59712.5,12181350.0,11.0,0.00018421603516851582,0,False,True
297.3,308.3,1459.0,59.6,207.0,86956.40000000001,17999974.8,11.0,0.00012650017710024792,4,False,True
297.4,308.4,1789.0,25.0,210.0,44725.0,9392250.0,11.0,0.00024594745667970934,0,False,True
297.4,308.4,1531.0,41.5,213.0,63536.5,13533274.5,11.0,0.0001731288314590826,0,True,False
297.4,308.4,1620.0,35.8,215.0,57995.99999999999,12469139.999999998,11.0,0.00018966825298296437,0,False,True
297.4,308.4,1571.0,39.4,0.0,61897.399999999994,0.0,11.0,0.0001777134419216316,0,True,False
297.4,308.4,1434.0,39.9,2.0,57216.6,114433.2,11.0,0.000192251898924438,0,True,False
297.4,308.4,1474.0,43.6,4.0,64266.4,257065.6,11.0,0.00017116253594413254,0,True,False
297.3,308.3,1544.0,41.7,6.0,64384.8,386308.80000000005,11.0,0.00017084777773636014,0,False,True
297.3,308.2,1601.0,35.7,9.0,57155.700000000004,514401.30000000005,10.899999999999977,0.00019070713857060584,0,True,False
297.4,308.3,1801.0,26.9,11.0,48446.899999999994,532915.8999999999,10.900000000000034,0.00022498859576154586,0,True,False
297.4,308.3,1465.0,42.0,13.0,61530.0,799890.0,10.900000000000034,0.00017714935803673061,0,True,False
297.4,308.4,1340.0,52.6,15.0,70484.0,1057260.0,11.0,0.00015606378752624708,0,False,True
297.4,308.4,1517.0,41.0,18.0,62197.0,1119546.0,11.0,0.00017685740469797578,0,False,True
297.3,308.4,1434.0,44.8,21.0,64243.2,1349107.2,11.099999999999966,0.00017278093245666414,0,False,True
297.3,308.3,1935.0,19.3,24.0,37345.5,896292.0,11.0,0.0002945468664229961,0,False,False
297.3,308.3,1595.0,32.2,29.0,51359.00000000001,1489411.0000000002,11.0,0.00021417862497322764,0,False,True
297.3,308.3,2188.0,17.0,32.0,37196.0,1190272.0,11.0,0.0002957307237337348,0,True,False
297.3,308.4,1449.0,44.4,34.0,64335.6,2187410.4,11.099999999999966,0.00017253278122843286,0,False,True
297.3,308.3,1471.0,38.2,37.0,56192.200000000004,2079111.4000000001,11.0,0.0001957567064468022,0,True,False
297.4,308.2,1639.0,33.8,39.0,55398.2,2160529.8,10.800000000000011,0.0001949521825618885,0,True,False
297.3,308.2,1846.0,24.5,41.0,45227.0,1854307.0,10.899999999999977,0.0002410064784310252,0,False,True
297.3,308.2,1452.0,38.2,44.0,55466.4,2440521.6,10.899999999999977,0.00019651536786234508,0,False,True
297.4,308.3,1483.0,41.9,47.0,62137.7,2920471.9,10.900000000000034,0.00017541685643337354,0,False,True
297.4,308.3,1284.0,60.3,50.0,77425.2,3871260.0,10.900000000000034,0.0001407810376983209,0,True,False
297.4,308.2,1419.0,50.0,52.0,70950.0,3689400.0,10.800000000000011,0.00015221987315010586,0,True,False
297.3,308.1,1763.0,28.4,54.0,50069.2,2703736.8,10.800000000000011,0.00021570146916667356,0,True,False
297.2,308.0,1478.0,42.5,56.0,62815.0,3517640.0,10.800000000000011,0.00017193345538486047,0,False,True
297.3,308.0,1518.0,36.0,59.0,54648.0,3224232.0,10.699999999999989,0.00019579856536378255,0,True,False
297.3,308.0,1447.0,49.0,61.0,70903.0,4325083.0,10.699999999999989,0.0001509103987137355,0,True,False
297.4,308.0,1355.0,55.1,63.0,74660.5,4703611.5,10.600000000000023,0.00014197601141165706,0,False,True
297.4,308.1,1348.0,57.4,66.0,77375.2,5106763.2,10.700000000000045,0.00013828720313485517,0,True,False
297.4,308.1,1348.0,53.7,68.0,72387.6,4922356.800000001,10.700000000000045,0.00014781537169349508,0,True,False
297.4,308.1,1734.0,27.7,70.0,48031.799999999996,3362225.9999999995,10.700000000000045,0.00022276908214974344,0,False,True
297.3,308.0,1420.0,46.5,73.0,66030.0,4820190.0,10.699999999999989,0.00016204755414205648,0,True,False
297.3,307.9,1797.0,24.7,75.0,44385.9,3328942.5,10.599999999999966,0.000238814578503533,0,True,False
297.3,308.0,1403.0,45.0,77.0,63135.0,4861395.0,10.699999999999989,0.00016947810247881504,0,False,True
297.3,307.9,1628.0,30.2,80.0,49165.6,3933248.0,10.599999999999966,0.00021559789771710233,0,True,False
297.2,307.9,1687.0,30.4,82.0,51284.799999999996,4205353.6,10.699999999999989,0.00020863881695941077,0,False,True
297.2,307.9,1456.0,44.9,85.0,65374.4,5556824.0,10.699999999999989,0.00016367263026505771,0,False,True
297.1,307.9,1496.0,44.7,88.0,66871.2,5884665.6,10.799999999999955,0.00016150450418117148,0,True,False
297.1,307.8,1636.0,30.3,90.0,49570.8,4461372.0,10.699999999999989,0.00021585288113163371,0,True,False
297.1,307.8,1536.0,40.4,92.0,62054.399999999994,5709004.8,10.699999999999989,0.00017242935231023086,0,True,False
297.1,307.8,1454.0,50.6,94.0,73572.40000000001,6915805.600000001,10.699999999999989,0.00014543497289744506,0,True,False
297.0,307.8,1396.0,50.0,96.0,69800.0,6700800.0,10.800000000000011,0.00015472779369627525,0,True,False
297.0,307.6,1575.0,37.4,98.0,58905.0,5772690.0,10.600000000000023,0.00017995076818606268,0,True,False
296.9,307.6,1514.0,35.7,100.0,54049.8,5404980.0,10.700000000000045,0.00019796557989113826,0,True,False
296.8,307.4,1455.0,49.9,102.0,72604.5,7405659.0,10.599999999999966,0.00014599646027450041,0,False,True
296.8,307.4,1549.0,48.3,105.0,74816.7,7855753.5,10.599999999999966,0.00014167959827150845,0,True,False
296.8,307.5,1474.0,42.4,107.0,62497.6,6687243.2,10.699999999999989,0.00017120657433245418,0,True,False
296.7,307.4,1661.0,34.2,109.0,56806.200000000004,6191875.800000001,10.699999999999989,0.00018835972129802712,0,False,False
296.7,307.4,1535.0,34.6,114.0,53111.0,6054654.0,10.699999999999989,0.00020146485662103875,0,True,False
296.9,307.5,1556.0,31.2,116.0,48547.2,5631475.199999999,10.600000000000023,0.00021834420934678053,0,False,True
296.9,307.6,1435.0,45.0,119.0,64575.0,7684425.0,10.700000000000045,0.000165698799845142,0,True,False
296.9,307.5,1332.0,51.1,121.0,68065.2,8235889.199999999,10.600000000000023,0.00015573303244536155,0,False,True
297.0,307.6,1513.0,42.4,124.0,64151.2,7954748.8,10.600000000000023,0.00016523463317911471,0,True,False
297.0,307.7,1502.0,39.4,126.0,59178.799999999996,7456528.8,10.699999999999989,0.00018080799205120736,0,True,False
297.0,307.7,1315.0,60.1,128.0,79031.5,10116032.0,10.699999999999989,0.00013538905373173973,0,True,False
297.0,307.7,1261.0,51.1,130.0,64437.1,8376823.0,10.699999999999989,0.00016605340712105276,0,False,True
297.1,307.8,1406.0,60.4,133.0,84922.4,11294679.2,10.699999999999989,0.00012599738113854518,0,True,False
297.1,307.8,1584.0,42.3,135.0,67003.2,9045432.0,10.699999999999989,0.00015969386536762408,0,True,False
297.1,307.8,1443.0,43.9,137.0,63347.7,8678634.9,10.699999999999989,0.00016890905273593182,0,False,True
297.2,307.9,1580.0,35.8,140.0,56563.99999999999,7918959.999999999,10.699999999999989,0.00018916625415458578,0,True,False
297.2,307.9,1825.0,24.6,142.0,44895.0,6375090.0,10.699999999999989,0.0002383338901882167,0,True,False
297.2,307.9,1469.0,48.2,144.0,70805.8,10196035.200000001,10.699999999999989,0.0001511175638153935,0,True,False
297.2,307.9,1493.0,38.4,146.0,57331.2,8370355.199999999,10.699999999999989,0.00018663485152935904,0,True,False
297.3,308.0,1598.0,29.4,148.0,46981.2,6953217.6,10.699999999999989,0.00022775067473798007,0,False,True
297.2,307.9,1450.0,37.2,151.0,53940.00000000001,8144940.000000001,10.699999999999989,0.00019836855765665532,0,False,False
297.2,307.9,1632.0,37.5,156.0,61200.0,9547200.0,10.699999999999989,0.00017483660130718936,0,False,True
297.1,307.9,1980.0,20.3,159.0,40194.0,6390846.0,10.799999999999955,0.0002686968204209572,0,False,True
297.2,308.0,1474.0,43.7,162.0,64413.8,10435035.6,10.800000000000011,0.00016766593493940755,0,True,False
297.2,307.9,1540.0,37.1,164.0,57134.0,9369976.0,10.699999999999989,0.00018727902824937844,0,True,False
297.1,307.9,1609.0,38.9,166.0,62590.1,10389956.6,10.799999999999955,0.00017255125011782942,0,False,True
297.1,308.0,1467.0,42.8,169.0,62787.6,10611104.4,10.899999999999977,0.00017360115691633345,0,True,False
297.1,307.9,1492.0,39.4,171.0,58784.799999999996,10052200.799999999,10.799999999999955,0.00018372096188130189,0,True,False
297.0,307.9,1493.0,46.1,173.0,68827.3,11907122.9,10.899999999999977,0.0001583673920086939,0,True,False
297.0,307.8,1500.0,39.9,175.0,59850.0,10473750.0,10.800000000000011,0.00018045112781954906,0,True,False
297.1,307.8,1477.0,36.6,177.0,54058.200000000004,9568301.4,10.699999999999989,0.00019793481839942853,0,True,False
297.1,307.9,1342.0,49.1,179.0,65892.2,11794703.799999999,10.799999999999955,0.00016390407362328098,0,True,False
297.1,307.8,1538.0,34.3,181.0,52753.399999999994,9548365.399999999,10.699999999999989,0.000202830528458829,0,False,True
297.2,307.9,1337.0,58.1,184.0,77679.7,14293064.799999999,10.699999999999989,0.0001377451251742732,0,True,False
297.3,307.9,1417.0,41.8,186.0,59230.6,11016891.6,10.599999999999966,0.00017896155027975348,0,True,False
297.4,308.0,1383.0,46.2,188.0,63894.600000000006,12012184.8,10.600000000000023,0.0001658982136205567,0,True,False
297.4,308.0,1440.0,42.4,190.0,61056.0,11600640.0,10.600000000000023,0.00017361111111111147,0,False,True
297.3,307.9,1579.0,34.4,193.0,54317.6,10483296.799999999,10.599999999999966,0.00019514853380856234,0,True,False
297.2,307.9,1441.0,40.0,195.0,57640.0,11239800.0,10.699999999999989,0.0001856349757113114,0,True,False
297.2,307.9,1530.0,35.9,197.0,54927.0,10820619.0,10.699999999999989,0.00019480401259853967,0,False,True
297.2,308.0,1705.0,26.0,200.0,44330.0,8866000.0,10.800000000000011,0.0002436273404015342,0,True,False
297.2,308.0,1435.0,43.0,202.0,61705.0,12464410.0,10.800000000000011,0.00017502633498095796,0,False,False
297.2,308.1,1340.0,61.3,207.0,82142.0,17003394.0,10.900000000000034,0.0001326970368386457,4,False,True
297.2,308.1,1431.0,49.7,210.0,71120.7,14935347.0,10.900000000000034,0.000153260583768158,0,True,False
297.3,308.2,1396.0,52.7,212.0,73569.2,15596670.399999999,10.899999999999977,0.00014815982775400545,4,True,False
297.3,308.1,1369.0,52.0,214.0,71188.0,15234232.0,10.800000000000011,0.0001517109625217735,0,False,True
297.3,308.1,1615.0,35.4,217.0,57171.0,12406107.0,10.800000000000011,0.0001889069633205648,1,True,False
297.2,308.1,1662.0,31.3,0.0,52020.6,0.0,10.900000000000034,0.00020953237755812188,0,True,False
297.3,308.2,1553.0,33.5,2.0,52025.5,104051.0,10.899999999999977,0.00020951264283860756,0,True,False
297.4,308.2,1536.0,34.6,4.0,53145.600000000006,212582.40000000002,10.800000000000011,0.00020321531791907534,0,False,True
297.4,308.3,1548.0,46.6,7.0,72136.8,504957.60000000003,10.900000000000034,0.00015110179547748215,0,True,False
297.4,308.3,1706.0,30.9,9.0,52715.399999999994,474438.6,10.900000000000034,0.00020677069698797761,0,True,False
297.4,308.3,1366.0,45.5,11.0,62153.0,683683.0,10.900000000000034,0.00017537367464161077,0,True,False
297.5,308.4,1440.0,35.9,13.0,51696.0,672048.0,10.899999999999977,0.00021084803466419022,0,True,False
297.5,308.4,1685.0,28.1,15.0,47348.5,710227.5,10.899999999999977,0.0002302079263334631,0,False,True
297.4,308.3,1444.0,44.0,18.0,63536.0,1143648.0,10.900000000000034,0.00017155628305212846,0,False,True
297.4,308.3,1395.0,48.7,21.0,67936.5,1426666.5,10.900000000000034,0.00016044394397709676,0,True,False
297.4,308.3,1483.0,38.8,23.0,57540.399999999994,1323429.2,10.900000000000034,0.00018943212073604,0,True,False
297.5,308.4,1403.0,44.3,25.0,62152.899999999994,1553822.4999999998,10.899999999999977,0.00017537395680652034,0,False,True
297.5,308.4,1793.0,23.9,28.0,42852.7,1199875.5999999999,10.899999999999977,0.0002543597019557689,0,False,False
297.4,308.3,1723.0,28.8,33.0,49622.4,1637539.2,10.900000000000034,0.00021965886373895727,0,True,False
297.4,308.2,1386.0,41.0,35.0,56826.0,1988910.0,10.800000000000011,0.00019005384859043415,0,True,False
297.4,308.2,1585.0,46.2,37.0,73227.0,2709399.0,10.800000000000011,0.00014748658281781325,0,False,False
297.3,308.1,1731.0,27.7,42.0,47948.7,2013845.4,10.800000000000011,0.00022524072602594046,0,False,True
297.3,308.3,1519.0,37.7,45.0,57266.3,2576983.5,11.0,0.0001920850482744651,0,True,False
297.3,308.2,1896.0,24.4,47.0,46262.399999999994,2174332.8,10.899999999999977,0.0002356125060524309,0,True,False
297.3,308.3,2358.0,14.9,49.0,35134.200000000004,1721575.8000000003,11.0,0.00031308525596142784,0,True,False
297.3,308.3,1341.0,51.9,51.0,69597.9,3549492.9,11.0,0.00015805074578399637,0,False,True
297.3,308.3,1550.0,37.0,54.0,57350.0,3096900.0,11.0,0.0001918047079337402,0,True,False
297.3,308.3,1309.0,61.5,56.0,80503.5,4508196.0,11.0,0.0001366400218624035,0,True,False
297.3,308.4,1599.0,32.9,58.0,52607.1,3051211.8,11.099999999999966,0.00021099813523269608,0,False,True
297.4,308.4,1343.0,40.0,61.0,53720.0,3276920.0,11.0,0.00020476545048399107,0,True,False
297.4,308.4,1378.0,39.9,63.0,54982.2,3463878.5999999996,11.0,0.00020006474822760822,0,True,False
297.4,308.4,1603.0,34.6,65.0,55463.8,3605147.0,11.0,0.0001983275577944533,0,True,False
297.4,308.4,1664.0,28.1,67.0,46758.4,3132812.8000000003,11.0,0.00023525184779633177,0,True,False
297.3,308.4,1488.0,37.4,69.0,55651.2,3839932.8,11.099999999999966,0.00019945661549077047,0,True,False
297.3,308.4,1370.0,50.5,71.0,69185.0,4912135.0,11.099999999999966,0.00016043940160439353,0,False,True
297.3,308.5,1545.0,34.3,74.0,52993.49999999999,3921518.9999999995,11.199999999999989,0.00021134667459216677,0,True,False
297.4,308.5,1566.0,31.4,76.0,49172.399999999994,3737102.3999999994,11.100000000000023,0.00022573638870585988,0,False,True
297.4,308.6,1820.0,24.6,79.0,44772.0,3536988.0,11.200000000000045,0.00025015634771732436,0,True,False
297.4,308.6,1901.0,22.1,81.0,42012.100000000006,3402980.1000000006,11.200000000000045,0.00026658986339649874,0,False,True
297.4,308.5,1638.0,32.2,84.0,52743.600000000006,4430462.4,11.100000000000023,0.00021045207380611147,0,False,True
297.3,308.4,1521.0,38.2,87.0,58102.200000000004,5054891.4,11.099999999999966,0.00019104267996736723,0,False,True
297.3,308.4,1864.0,23.1,90.0,43058.4,3875256.0,11.099999999999966,0.00025778942087954884,0,False,False
297.3,308.3,1430.0,41.9,95.0,59917.0,5692115.0,11.0,0.00018358729575913347,0,True,False
297.3,308.4,1686.0,34.5,97.0,58167.0,5642199.0,11.099999999999966,0.00019082985197792503,0,False,True
297.2,308.3,1326.0,57.2,100.0,75847.2,7584720.0,11.100000000000023,0.00014634686580387968,0,False,True
297.2,308.3,1805.0,25.6,103.0,46208.0,4759424.0,11.100000000000023,0.00024021814404432182,0,True,False
297.2,308.3,1453.0,45.8,105.0,66547.4,6987476.999999999,11.100000000000023,0.0001667984023417898,0,False,False
297.2,308.4,1863.0,26.0,110.0,48438.0,5328180.0,11.199999999999989,0.00023122341962921648,0,False,True
297.2,308.3,1576.0,35.3,113.0,55632.799999999996,6286506.399999999,11.100000000000023,0.00019952258379948563,0,True,False
297.2,308.3,1419.0,39.7,115.0,56334.3,6478444.5,11.100000000000023,0.00019703803899223072,0,True,False
297.2,308.4,1833.0,25.2,117.0,46191.6,5404417.2,11.199999999999989,0.00024246832757471033,0,True,False
297.2,308.4,2182.0,17.3,119.0,37748.6,4492083.399999999,11.199999999999989,0.00029669974515611144,0,False,False
297.2,308.3,1656.0,30.3,124.0,50176.8,6221923.2,11.100000000000023,0.00022121777395130862,0,True,False
297.1,308.2,1351.0,56.6,126.0,76466.6,9634791.600000001,11.099999999999966,0.00014516141688004913,0,True,False
297.1,308.2,1790.0,30.3,128.0,54237.0,6942336.0,11.099999999999966,0.00020465733724210348,0,False,False
297.2,308.2,1678.0,28.1,133.0,47151.8,6271189.4,11.0,0.00023328907910196429,0,False,True
297.1,308.2,1427.0,45.2,136.0,64500.4,8772054.4,11.099999999999966,0.00017209195601887686,0,True,False
297.0,308.1,1429.0,54.0,138.0,77166.0,10648908.0,11.100000000000023,0.00014384573516833867,0,True,False
297.2,308.1,1770.0,27.2,140.0,48144.0,6740160.0,10.900000000000034,0.0002264041209704228,0,False,False
297.2,308.1,1689.0,31.2,145.0,52696.799999999996,7641035.999999999,10.900000000000034,0.0002068436793125965,0,True,False
297.2,308.1,1554.0,41.3,147.0,64180.2,9434489.4,10.900000000000034,0.00016983431027014616,0,False,True
297.3,308.1,1506.0,36.0,150.0,54216.0,8132400.0,10.800000000000011,0.0001992031872509962,0,True,False
297.2,308.1,1474.0,44.3,152.0,65298.2,9925326.4,10.900000000000034,0.00016692650027106467,0,True,False
297.3,308.1,1762.0,26.1,154.0,45988.200000000004,7082182.800000001,10.800000000000011,0.00023484285099221127,0,True,False
297.3,308.1,1566.0,35.7,156.0,55906.200000000004,8721367.200000001,10.800000000000011,0.00019318072056408788,0,True,False
297.3,308.1,1554.0,42.4,158.0,65889.59999999999,10410556.799999999,10.800000000000011,0.00016391054126903203,0,False,False
297.2,308.0,1869.0,25.4,163.0,47472.6,7738033.8,10.800000000000011,0.00022749965243108682,0,True,False
297.3,308.0,1527.0,35.1,165.0,53597.700000000004,8843620.5,10.699999999999989,0.00019963543211742272,0,True,False
297.2,307.9,1309.0,49.6,167.0,64926.4,10842708.8,10.699999999999989,0.0001648019911777026,0,True,False
297.2,307.9,1541.0,35.7,169.0,55013.700000000004,9297315.3,10.699999999999989,0.00019449700710913806,0,False,True
297.2,307.9,1326.0,75.4,172.0,99980.40000000001,17196628.8,10.699999999999989,0.0001070209761113177,4,True,False
297.1,307.9,1365.0,54.0,174.0,73710.0,12825540.0,10.799999999999955,0.0001465201465201459,0,False,False
297.1,307.8,1428.0,43.7,179.0,62403.600000000006,11170244.4,10.699999999999989,0.00017146446679358222,0,True,False
297.1,307.8,1681.0,27.6,181.0,46395.600000000006,8397603.600000001,10.699999999999989,0.00023062531791807816,0,True,False
297.1,307.9,1662.0,26.9,183.0,44707.799999999996,8181527.399999999,10.799999999999955,0.00024156858534752225,0,False,True
297.2,307.9,1989.0,20.3,186.0,40376.700000000004,7510066.200000001,10.699999999999989,0.00026500432179945335,0,True,False
297.2,307.9,1747.0,29.0,188.0,50663.0,9524644.0,10.699999999999989,0.00021119949470027415,0,False,True
297.2,308.0,1765.0,31.1,191.0,54891.5,10484276.5,10.800000000000011,0.00019675177395407325,0,False,True
297.3,308.1,1568.0,34.4,194.0,53939.2,10464204.799999999,10.800000000000011,0.00020022543901281466,0,True,False
297.3,308.1,1709.0,30.6,196.0,52295.4,10249898.4,10.800000000000011,0.00020651912022854804,0,False,True
297.3,308.1,1370.0,58.8,199.0,80556.0,16030644.0,10.800000000000011,0.0001340682258304783,0,False,True
297.3,308.1,1458.0,45.7,202.0,66630.6,13459381.200000001,10.800000000000011,0.0001620876894399872,0,True,False
